,Battery,Brand,Multi_core,Name,OpenCL,Processor,Processor_Cores,Processor_Frequency,RenderScript,Single_core
1332,541,Samsung,1200,Samsung Galaxy J5,400,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,869,491
1333,N/A,HTC,1194,HTC Desire 510,N/A,Qualcomm Snapdragon 410,4,1190 MHz,N/A,502
1334,N/A,Asus,1186,Asus Zenfone Go,N/A,Mediatek MT6580M,4,1300 MHz,708,415
1335,688,Amazon,1185,Amazon Kindle Fire (2015),N/A,Mediatek MT8127,4,1300 MHz,729,442
1336,N/A,Lenovo,1183,Lenovo C2,N/A,Mediatek MT6735,4,988 MHz,707,432
1337,N/A,Sony,1178,Sony Xperia SP,1036,Qualcomm Snapdragon S4 MSM8960T Pro,2,1728 MHz,926,769
1338,N/A,Samsung,1167,Samsung Galaxy J5 (2016),400,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,875,491
1339,N/A,Samsung,1159,Samsung Galaxy J3,502,Spreadtrum SC9830,4,1500 MHz,740,441
1340,N/A,Samsung,1158,Samsung Galaxy E5,397,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,799,484
1341,2161,Amazon,1158,Amazon Fire (2017),N/A,Mediatek MT8127,4,1300 MHz,782,441
1342,N/A,Motorola,1156,Motorola Moto E3 Power,N/A,Mediatek MT6735,4,988 MHz,687,427
1343,N/A,Samsung,1152,Samsung Galaxy On5,353,Samsung Exynos 3475 Quad,4,1300 MHz,677,403
1344,N/A,Xiaomi,1151,Xiaomi MI-2a,N/A,Qualcomm Snapdragon S4 MSM8960 Pro,2,1728 MHz,1277,742
1345,N/A,Cubot,1151,Cubot Note S,N/A,Mediatek MT6580M,4,1300 MHz,691,404
1346,N/A,ZTE,1146,ZTE Blade V7 Lite,N/A,Mediatek MT6735P,4,988 MHz,655,422
1347,938,Motorola,1144,Motorola Moto X,1263,Qualcomm Snapdragon S4 MSM8960 Pro,2,1728 MHz,628,719
1348,N/A,Samsung,1142,Samsung Galaxy J3 V,N/A,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,862,481
1349,780,LG,1133,LG G3 S,N/A,Qualcomm Snapdragon 400,2,1190 MHz,667,430
1350,931,Samsung,1126,Samsung Galaxy A5 Duos,399,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,808,491
1351,N/A,Samsung,1126,Samsung Galaxy Tab 4 10.1,316,Qualcomm Snapdragon 400,2,1190 MHz,712,426
1352,N/A,Samsung,1124,Samsung Galaxy A5,400,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,799,488
1353,1032,Samsung,1122,Samsung Galaxy S5 Mini,425,Samsung Exynos 3470,4,1400 MHz,743,414
1354,642,Doogee,1121,Doogee X5,N/A,Mediatek MT6580M,4,1300 MHz,708,415
1355,934,Samsung,1120,Samsung Galaxy J2,N/A,Samsung Exynos 3475 Quad,4,1300 MHz,702,406
1356,724,Samsung,1115,Samsung Galaxy A3,400,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,811,490
1357,N/A,Samsung,1108,Samsung Galaxy On7,399,Qualcomm MSM8916 Snapdragon 410,4,1190 MHz,834,475
1358,N/A,Samsung,1099,Samsung Galaxy Grand 2,N/A,Qualcomm MSM8226 Snapdragon 400,4,1190 MHz,685,416
1359,N/A,Sony,1094,Sony Xperia SP,1036,Qualcomm Snapdragon S4 MSM8960T,2,1728 MHz,926,745
1360,N/A,Motorola,1093,Motorola Moto G,426,Qualcomm Snapdragon 400,2,1190 MHz,690,427
1361,569,Motorola,1077,Motorola Moto G (2014),426,Qualcomm MSM8226 Snapdragon 400,4,1190 MHz,690,425
1362,N/A,Samsung,1071,Samsung Galaxy Grand Prime,N/A,Qualcomm MSM8916 Snapdragon 410,4,1300 MHz,853,408
1363,N/A,Acer,1071,Acer Chromebook R11,N/A,Intel Celeron N3150,4,2582 MHz,933,1140
1364,N/A,LG,1056,LG Phoenix 2,398,Qualcomm MSM8909 Snapdragon 210,4,1267 MHz,687,412
1365,N/A,Samsung,1051,Samsung Galaxy J2 Pro (2016),N/A,Spreadtrum SC8830,4,1500 MHz,676,411
1366,1909,Samsung,1027,Samsung Galaxy Tab A 7.0,N/A,Qualcomm MSM8916 Snapdragon 410,4,1300 MHz,713,396
1367,N/A,LG,1013,LG K7,N/A,Mediatek MT6580M,4,1094 MHz,634,396
1368,N/A,LG,1007,LG Tribute,396,Qualcomm Snapdragon 400,2,1267 MHz,714,410
1369,N/A,Samsung,1005,Samsung Galaxy J3 (2016),397,Spreadtrum SC9830,4,1300 MHz,703,386
1370,N/A,Lenovo,992,Lenovo Tab 10,N/A,Qualcomm MSM8909 Snapdragon 210,4,1267 MHz,748,388
1371,778,Samsung,987,Samsung Galaxy S4 Duos,N/A,Qualcomm Snapdragon 400,2,1728 MHz,705,630
1372,N/A,Samsung,986,Samsung Galaxy S4 Mini,N/A,Qualcomm Snapdragon 400,2,1728 MHz,682,632
1373,N/A,HTC,981,HTC One X,N/A,NVIDIA Tegra 3 T30,4,1500 MHz,622,423
1374,749,Asus,979,Asus Nexus 7,N/A,NVIDIA Tegra 3 T30L,4,1300 MHz,672,384
1375,N/A,HTC,978,HTC Desire 530,N/A,Qualcomm MSM8909 Snapdragon 210,4,1094 MHz,658,388
1376,N/A,HTC,978,HTC Desire 626s,N/A,Qualcomm MSM8909 Snapdragon 210,4,1094 MHz,635,384
1377,N/A,Samsung,974,Samsung Galaxy J1 (2016),491,Spreadtrum SC9830,4,1200 MHz,683,374
1378,N/A,Lenovo,951,Lenovo A1000,N/A,Spreadtrum SC7731,4,1300 MHz,497,382
1379,N/A,Asus,882,Asus Zenfone Max,627,Qualcomm MSM8916 Snapdragon 410,4,998 MHz,1125,382
1380,N/A,LG,879,LG Optimus 4X HD,N/A,NVIDIA Tegra 3 T30,4,1500 MHz,654,384
1381,N/A,Sony,849,Sony Xperia M2,N/A,Qualcomm Snapdragon 400,2,1190 MHz,631,341
1382,N/A,Barnes,808,Barnes & Noble Nook HD+,N/A,Ti OMAP 4470,2,1500 MHz,436,489
1383,N/A,Samsung,774,Samsung Galaxy S III,N/A,Qualcomm Snapdragon S4 MSM8960,2,1500 MHz,724,475
1384,N/A,Samsung,762,Samsung Galaxy Tab 3 8.0,N/A,Samsung Exynos 4212,2,1500 MHz,443,478
1385,N/A,Motorola,738,Motorola Moto E,N/A,Qualcomm MSM8210 Snapdragon 200,2,1190 MHz,463,379
1386,440,Samsung,698,Samsung Galaxy Note,N/A,Samsung Exynos 4210,2,1400 MHz,424,464
1387,198,Samsung,668,Samsung Galaxy Nexus,N/A,Ti OMAP 4460,2,1200 MHz,336,413
1388,N/A,Huawei,661,Huawei Ascend P1,N/A,Ti OMAP 4460,2,1500 MHz,494,408
1389,N/A,Samsung,639,Samsung Galaxy S II,N/A,Samsung Exynos 4210,2,1200 MHz,346,415
1390,612,Motorola,595,Motorola RAZR XT910 ,N/A,Ti OMAP 4430,2,1200 MHz,325,368
1391,N/A,Sony,593,Sony Xperia M,N/A,Qualcomm Snapdragon S4 Plus MSM8227,2,972 MHz,296,368
1392,N/A,Samsung,580,Samsung Galaxy Note LTE,N/A,Qualcomm Snapdragon S4 MSM8660,2,1500 MHz,N/A,339
1393,N/A,Samsung,521,Samsung Galaxy Tab 2 10.1,N/A,Ti OMAP 4430,2,1008 MHz,310,312
1394,N/A,Samsung,517,Samsung Galaxy Tab 2 7.0 (WiFi),N/A,Ti OMAP 4430,2,1000 MHz,334,311
1395,N/A,Samsung,514,Samsung Galaxy Tab 2 7.0,N/A,Ti OMAP 4430,2,1000 MHz,285,310
1396,242,Samsung,490,Samsung Galaxy S III mini,N/A,ST-Ericsson NovaThor U8420,2,1000 MHz,291,307
1397,N/A,Sony,289,Sony Ericsson Xperia Arc S,N/A,Qualcomm Snapdragon S2 MSM8255T,1,1400 MHz,N/A,310
1398,N/A,Vivo,8769,Vivo NEX S,13109,Qualcomm Snapdragon 845,8,1766 MHz,13620,2390
1399,3565,OnePlus,8846,OnePlus 6,13181,Qualcomm Snapdragon 845,8,1766 MHz,13505,2390
1400,3209,Asus,8554,Asus Zenfone 5z,13241,Qualcomm Snapdragon 845,8,1766 MHz,13482,2383
1401,3880,HTC,8711,HTC U12+,13266,Qualcomm Snapdragon 845,8,1766 MHz,13476,2406
1402,4150,Samsung,8306,Samsung Galaxy S9+,12992,Qualcomm Snapdragon 845,8,1766 MHz,13406,2292
1403,3681,Sony,8389,Sony Xperia XZ2,13078,Qualcomm Snapdragon 845,8,1766 MHz,13340,2378
1404,4270,Google,8039,Google Pixel 3 XL,N/A,Qualcomm Snapdragon 845,8,1766 MHz,13325,2290
1405,3013,Xiaomi,8148,Xiaomi Mix 2S,13291,Qualcomm Snapdragon 845,8,1766 MHz,13318,2259
1406,4783,Samsung,8532,Samsung Galaxy Note 9,13010,Qualcomm Snapdragon 845,8,1766 MHz,13256,2358
1407,N/A,Sony,8280,Sony Xperia XZ2 Compact,13081,Qualcomm Snapdragon 845,8,1766 MHz,13233,2351
1408,N/A,Xiaomi,8367,Xiaomi Black Shark,11561,Qualcomm Snapdragon 845,8,1766 MHz,13220,2392
1409,N/A,Google,7770,Google Pixel 3,13451,Qualcomm Snapdragon 845,8,1766 MHz,13217,2244
1410,4873,OnePlus,8842,OnePlus 6T,13130,Qualcomm Snapdragon 845,8,1766 MHz,13165,2372
1411,3770,LG,8445,LG G7 ThinQ,13059,Qualcomm Snapdragon 845,8,1766 MHz,13153,2317
1412,3420,Samsung,8239,Samsung Galaxy S9,12708,Qualcomm Snapdragon 845,8,1766 MHz,13121,2281
1413,3965,Xiaomi,8243,Xiaomi Mi 8,13262,Qualcomm Snapdragon 845,8,1766 MHz,13090,2279
1414,4575,Xiaomi,7697,Xiaomi Pocophone F1,13340,Qualcomm Snapdragon 845,8,1766 MHz,12922,2194
1415,N/A,Xiaomi,7148,Xiaomi Poco F1,13326,Qualcomm Snapdragon 845,8,1766 MHz,12621,2093
1416,N/A,Huawei,6386,Huawei Nova 2s,11811,Hisilicon Kirin 960,8,1844 MHz,10914,1893
1417,2428,Huawei,6302,Huawei Honor 9,11257,Hisilicon Kirin 960,8,1844 MHz,10491,1873
1418,3844,Samsung,6405,Samsung Galaxy Note 8,13930,Samsung Exynos 8895 Octa,8,1690 MHz,9907,1951
1419,N/A,Huawei,6106,Huawei Honor V9,9458,Hisilicon Kirin 960,8,1844 MHz,9623,1877
1420,3794,Samsung,9892,Samsung Galaxy S10+,17077,Samsung Exynos 9820,8,1950 MHz,9520,4313
1421,3160,Samsung,9818,Samsung Galaxy S10,16974,Samsung Exynos 9820,8,1950 MHz,9441,4314
1422,4690,Samsung,9788,Samsung Galaxy S10e,17630,Samsung Exynos 9820,8,1950 MHz,9383,4253
1423,5154,Samsung,8804,Samsung Galaxy Note 9,13452,Samsung Exynos 9810,8,1794 MHz,9353,3467
1424,3948,Samsung,6386,Samsung Galaxy S8,13873,Samsung Exynos 8895 Octa,8,1690 MHz,9210,1941
1425,3572,Samsung,6277,Samsung Galaxy Note 8,12953,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,9054,1792
1426,4097,Samsung,6350,Samsung Galaxy S8+,13802,Samsung Exynos 8895 Octa,8,1690 MHz,9035,1939
1427,2768,Huawei,6063,Huawei Honor 8 Pro,8156,Hisilicon Kirin 960,8,1844 MHz,9032,1867
1428,2447,Huawei,6054,Huawei P10,9580,Hisilicon Kirin 960,8,1844 MHz,9000,1861
1429,2627,Huawei,6461,Huawei Honor View 10,13379,HiSilicon Kirin 970,8,1844 MHz,8984,1877
1430,N/A,Huawei,5707,Huawei Mate 9 Pro,9659,Hisilicon Kirin 960,8,1844 MHz,8923,1866
1431,2440,Huawei,5850,Huawei P10 Plus,9990,Hisilicon Kirin 960,8,1844 MHz,8821,1870
1432,3410,Samsung,6028,Samsung Galaxy S8,12897,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,8800,1763
1433,3960,Samsung,8527,Samsung Galaxy S9,13197,Samsung Exynos 9810,8,1794 MHz,8705,3289
1434,N/A,Huawei,5972,Huawei Mate 9,9776,Hisilicon Kirin 960,8,1844 MHz,8619,1870
1435,4096,Samsung,8671,Samsung Galaxy S9+,13490,Samsung Exynos 9810,8,1794 MHz,8585,3335
1436,3482,Huawei,6217,Huawei Honor 10,13372,HiSilicon Kirin 970,8,1844 MHz,8459,1827
1437,4174,Samsung,6032,Samsung Galaxy S8+,11747,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,8349,1771
1438,4630,Meizu,6330,Meizu 15 Plus,N/A,Samsung Exynos 8895 Octa,8,1690 MHz,8067,1911
1439,N/A,HTC,6333,HTC U11,10923,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7938,1913
1440,5360,Razer,6603,Razer Phone,10962,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7908,1913
1441,N/A,HTC,6409,HTC U11+,11041,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7882,1925
1442,3960,OnePlus,6612,OnePlus 5T,10846,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7859,1941
1443,3375,Nokia,6431,Nokia 8,11189,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7839,1908
1444,N/A,ZTE,6437,ZTE Nubia Z17S,10753,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7823,1922
1445,N/A,Sony,6422,Sony Xperia XZ1 Compact,11214,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7814,1890
1446,4046,Sony,6156,Sony Xperia XZ Premium,11018,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7782,1886
1447,3186,Sony,6179,Sony Xperia XZ1,11221,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7775,1880
1448,3490,Motorola,6482,Motorola Moto Z2 Force,10913,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7770,1892
1449,1738,Google,4014,Google Pixel,N/A,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,1593 MHz,7708,1626
1450,5308,ZTE,6303,ZTE Nubia Z17,10556,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7702,1914
1451,3488,Xiaomi,6267,Xiaomi Mi Mix 2,10857,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7672,1890
1452,3620,Xiaomi,6193,Xiaomi MI 6,10795,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7658,1894
1453,3440,Essential,6319,Essential PH-1,10798,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7647,1873
1454,5833,Huawei,9771,Huawei Mate 20 Pro,13986,HiSilicon Kirin 980,8,1805 MHz,7629,3331
1455,N/A,Smartisan,4330,Smartisan M1L,9964,Qualcomm MSM8996 Snapdragon 821,4,2188 MHz,7512,1868
1456,N/A,Samsung,6057,Samsung Galaxy S8 Active,10321,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7509,1775
1457,2141,Google,4060,Google Pixel XL,7201,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,1593 MHz,7508,1626
1458,4033,LG,6151,LG V30,9542,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7480,1866
1459,2010,OnePlus,4117,OnePlus 3T,10178,Qualcomm MSM8996 Snapdragon 821,4,2188 MHz,7474,1800
1460,N/A,Smartisan,4432,Smartisan M1,10091,Qualcomm MSM8996 Snapdragon 821,4,2188 MHz,7427,1880
1461,N/A,Sony,3696,Sony Xperia XZs,9978,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,7390,1610
1462,5690,Samsung,10513,Samsung Galaxy S10e,14450,Qualcomm Snapdragon 855,8,1785 MHz,7336,3414
1463,1956,OnePlus,3947,OnePlus 3,10046,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,7325,1683
1464,5990,Samsung,10598,Samsung Galaxy S10,14206,Qualcomm Snapdragon 855,8,1785 MHz,7284,3422
1465,5020,Samsung,10645,Samsung Galaxy S10+,14426,Qualcomm Snapdragon 855,8,1785 MHz,7280,3430
1466,N/A,Coolpad,4187,Coolpad Cool S1,9300,Qualcomm MSM8996 Snapdragon 821,4,2188 MHz,7272,1772
1467,2270,Sony,3616,Sony Xperia XZ,9849,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,7230,1567
1468,3375,LeEco,4055,LeEco Le Pro3,9828,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,2188 MHz,7217,1798
1469,3012,Google,6060,Google Pixel 2,9970,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7179,1838
1470,1810,HTC,3922,HTC U Ultra,9857,Qualcomm MSM8996 Snapdragon 821,4,1996 MHz,7174,1662
1471,N/A,Sony,3603,Sony Xperia X Performance,9746,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,7142,1551
1472,N/A,Lenovo,3770,Lenovo ZUK Edge,10170,Qualcomm MSM8996 Snapdragon 821,4,2188 MHz,7122,1530
1473,3140,Xiaomi,3963,Xiaomi Mi Note 2,9375,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,2188 MHz,7100,1761
1474,3860,Google,6121,Google Pixel 2 XL,7553,Qualcomm MSM8998 Snapdragon 835,8,1900 MHz,7089,1826
1475,N/A,Vivo,3897,Vivo Xplay 6,9843,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,7054,1695
1476,2501,LeEco,3825,LeEco Le Max 2,9202,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6987,1665
1477,2377,Xiaomi,3935,Xiaomi MI 5s,9499,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,1996 MHz,6953,1617
1478,1674,ZTE,3869,ZTE Axon 7,9757,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6936,1639
1479,2556,Xiaomi,4020,Xiaomi MI 5s Plus,9476,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,2188 MHz,6912,1776
1480,1804,ZTE,3919,ZTE Axon 7,9711,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6911,1656
1481,3246,LG,3795,LG G6,8827,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,2188 MHz,6910,1664
1482,N/A,Xiaomi,3882,Xiaomi Mi Mix,9388,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,2188 MHz,6859,1749
1483,1475,Motorola,3744,Motorola Moto Z,9046,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6836,1536
1484,1667,BlackBerry,3788,BlackBerry DTEK60,9674,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6820,1703
1485,N/A,Samsung,3836,Samsung Galaxy Tab S3,9064,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6700,1523
1486,4523,Xiaomi,5718,Xiaomi Mi 8 SE,5761,Qualcomm SDM710 Snapdragon 710,8,1708 MHz,6682,1823
1487,1679,HTC,3479,HTC 10,9510,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6633,1557
1488,1726,LG,3668,LG G5,9345,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6585,1651
1489,1865,Xiaomi,3694,Xiaomi Mi 5,9045,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6540,1606
1490,1878,LG,3492,LG V20,9037,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6372,1569
1491,2107,Lenovo,3492,Lenovo ZUK Z2,9937,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6333,1642
1492,1776,Lenovo,3587,Lenovo ZUK Z2 Pro,9951,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6198,1532
1493,2747,Samsung,3700,Samsung Galaxy S7 Active,8229,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6161,1501
1494,3778,Nokia,5707,Nokia 7 Plus,4431,Qualcomm Snapdragon 660,8,1843 MHz,5642,1620
1495,N/A,OPPO,5563,OPPO R11 Plus,7289,Qualcomm Snapdragon 660,8,1843 MHz,5623,1672
1496,N/A,Xiaomi,5253,Xiaomi Mi A2,4407,Qualcomm Snapdragon 660,8,1843 MHz,5453,1596
1497,N/A,Qihoo,5681,Qihoo 360 N6 Pro,4141,Qualcomm Snapdragon 660,8,1843 MHz,5426,1605
1498,N/A,Vivo,5703,Vivo X20,N/A,Qualcomm Snapdragon 660,8,1843 MHz,5409,1632
1499,N/A,Vivo,5778,Vivo X20A,4045,Qualcomm Snapdragon 660,8,1843 MHz,5397,1604
1500,4548,Xiaomi,5630,Xiaomi Mi Note 3,4128,Qualcomm Snapdragon 660,8,1843 MHz,5365,1588
1501,3208,Smartisan,5705,Smartisan Nut Pro 2,4132,Qualcomm Snapdragon 660,8,1843 MHz,5272,1614
1502,4030,Oppo,5554,Oppo F7,N/A,Mediatek MT6771 Helio P60,8,1989 MHz,5172,1472
1503,N/A,Meizu,5635,Meizu Pro 7 Plus,N/A,Mediatek MT6799 Helio X30,10,1898 MHz,5041,1684
1504,5425,Oppo,5343,Oppo Realme 1,4380,Mediatek MT6771 Helio P60,8,1989 MHz,5018,1444
1505,N/A,OPPO,5602,OPPO R11,8994,Qualcomm Snapdragon 660,8,1843 MHz,4973,1603
1506,1926,Samsung,3719,Samsung Galaxy S7,7424,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,4954,1536
1507,2051,Oppo,4515,Oppo F3 Plus,3992,Qualcomm MSM8976 Snapdragon 653,8,1401 MHz,4932,1427
1508,N/A,Meizu,5763,Meizu Pro 7,N/A,Mediatek MT6799 Helio X30,10,1898 MHz,4807,1767
1509,2105,Asus,5089,Asus Zenfone 5 Max,3108,Qualcomm Snapdragon 660,8,1612 MHz,4796,1449
1510,2220,Samsung,5356,Samsung Galaxy S7,7368,Samsung Exynos 8890,8,1586 MHz,4790,1811
1511,3032,Samsung,3744,Samsung Galaxy S7 edge,6992,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,4741,1456
1512,4058,Asus,4068,Asus Zenfone 4,3837,Qualcomm Snapdragon 630,8,2208 MHz,4686,851
1513,2782,Samsung,5291,Samsung Galaxy S7 edge,6965,Samsung Exynos 8890,8,1586 MHz,4571,1745
1514,N/A,Vivo,4466,Vivo X9 Plus,4011,Qualcomm MSM8976 Snapdragon 653,8,1401 MHz,4483,1430
1515,5257,Xiaomi,4773,Xiaomi Redmi Note 5 AI,3121,Qualcomm SDM636 Snapdragon 636,8,1612 MHz,4483,1330
1516,N/A,Lenovo,3101,Lenovo Yoga Tab 3 Pro,N/A,Intel Atom x5-Z8500,4,2240 MHz,4480,1107
1517,6442,Asus,4681,Asus Zenfone Max Pro (M1),3123,Qualcomm SDM636 Snapdragon 636,8,1612 MHz,4451,1317
1518,5444,Xiaomi,4667,Xiaomi Redmi Note 5 Pro,3035,Qualcomm SDM636 Snapdragon 636,8,1612 MHz,4438,1326
1519,N/A,Qihoo,4343,Qihoo 360 N5S,3834,Qualcomm MSM8976 Snapdragon 653,8,1401 MHz,4415,1402
1520,1192,Huawei,2878,Huawei Nexus 6P,N/A,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,4404,1238
1521,2710,Meizu,4362,Meizu PRO 6 Plus,5206,Samsung Exynos 8890,8,1482 MHz,4322,1465
1522,N/A,Qihoo,4217,Qihoo 360 N5,3929,Qualcomm MSM8976 Snapdragon 653,8,1401 MHz,4275,1397
1523,N/A,ZTE,4259,ZTE Nubia Z17 Mini,3730,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4264,1372
1524,3934,Nokia,4761,Nokia 6.1 Plus,3054,Qualcomm SDM636 Snapdragon 636,8,1612 MHz,4258,1319
1525,N/A,Sony,3440,Sony Xperia Z4 Tablet (Wi-Fi),5588,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,4240,1350
1526,1947,Samsung,4274,Samsung Galaxy Tab S2 9.7 (2016),3901,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4235,1369
1527,N/A,Motorola,3375,Motorola Moto X Force,5454,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,4227,1271
1528,3338,Huawei,5132,Huawei MediaPad M3 8.4,3568,HiSilicon Kirin 950,8,1805 MHz,4219,1672
1529,N/A,ZTE,3824,ZTE Nubia Z11,7526,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,4201,1676
1530,N/A,LeEco,2723,LeEco LeRee Le 3,3920,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4201,1364
1531,1202,Sony,2791,Sony Xperia Z5 Premium,5525,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,4190,1266
1532,1636,Xiaomi,3103,Xiaomi MI PAD 2,N/A,Intel Atom x5-Z8500,4,2240 MHz,4164,1063
1533,1841,Samsung,3956,Samsung Galaxy Tab S2 8.0,3888,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4163,1355
1534,N/A,Asus,3659,Asus Zenfone 3 Ultra,3907,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4146,1357
1535,N/A,Sony,2751,Sony Xperia Z5 Premium Dual,5345,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,4138,1239
1536,1359,Sony,2715,Sony Xperia Z5 Dual,5337,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,4114,1234
1537,N/A,Samsung,4034,Samsung Galaxy C9 Pro,3475,Qualcomm MSM8976 Snapdragon 653,8,1401 MHz,4099,1294
1538,N/A,Lenovo,3099,Lenovo Yoga Tab 3 Plus,3820,Qualcomm MSM8953 Snapdragon 625,8,1401 MHz,4089,1279
1539,N/A,Lyf,2768,Lyf F1S,3881,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4089,1396
1540,N/A,Smartron,2814,Smartron srt.phone,3653,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4076,1301
1541,1135,Sony,2699,Sony Xperia Z5,5503,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,4070,1230
1542,N/A,Samsung,3865,Samsung Galaxy Note 7,3929,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,4061,1519
1543,1839,LeEco,2846,LeEco Coolpad Cool1 dual,3867,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4040,1372
1544,1220,NVIDIA,2757,NVIDIA SHIELD Tablet K1,N/A,NVIDIA Tegra K1,4,2218 MHz,4033,1026
1545,N/A,Vivo,3329,Vivo X7,3920,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4023,1339
1546,N/A,Vivo,3301,Vivo X7 Plus,N/A,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4015,1326
1547,N/A,Sharp,3994,Sharp Luna S,3877,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4001,1258
1548,N/A,Sony,2595,Sony Xperia Z5 Compact,5460,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,4000,1215
1549,N/A,Huawei,5067,Huawei Honor V8 Max,4288,HiSilicon Kirin 955,8,1805 MHz,3973,1759
1550,N/A,Sony,2815,Sony Xperia Z4,5113,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,3970,1288
1551,1920,Huawei,5203,Huawei Honor 8,3956,HiSilicon Kirin 950,8,1805 MHz,3962,1665
1552,1368,NVIDIA,2740,NVIDIA SHIELD Tablet,N/A,NVIDIA Tegra K1,4,2218 MHz,3957,1025
1553,886,Xiaomi,2715,Xiaomi Mi Note Pro,5509,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,3930,1218
1554,N/A,HTC,2764,HTC 10 evo,4981,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,3922,933
1555,1618,LeEco,2575,LeEco Le 2,3617,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,3920,1374
1556,N/A,Alcatel,3088,Alcatel Idol 4s,3866,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,3904,1414
